aaaa	工 㠭 ⼯ 𪛜
mugd	嵄 𧶾 𧷶
mugf	䡭
mugh	㟄 𨋽
mugk	𰎸
mugl	𡻘
mugo	㟱
mugq	嶬 轙 㠖 𧸡
mugy	𡾞
muht	巙
muh	𡶡 𨌍
mwgh	𬥓 𡶺
muhd	𫝍
muhg	𧷬
muig	巄 𨏠 贚
mui	⺼ 
muif	巃
muii	𠕚
muim	𠕬
muiy	𨋲
mujh	嶂
muj	峷
mujf	㠉 䡴 𡺞 𧸌
mujg	𡺈 𨍑
mujj	𭗍
mukg	赔 賠 㟝
muke	𣎁
myqe	𡻨 𨎊 𨎭
mukp	𢌡
mukq	㟋 𨌔 𫎙
mula	𪩔
mwlj	贈 𡼾 𧸤 𭧀
mumj	剛 𠠊
mumk	岡 𬧽
mumc	𫤷
mumd	㠃
mumf	𡬼
mumg	𤭛
mumo	𬳭
mumr	𪮚 𬧿
mumy	䞉 𨿺 𰷩
munv	𠕏
muph	崹
mupm	𨏰
mupy	嵭 𨍩
muqf	𡺃
muqg	𩐑
muqk	𨍢
mury	較 峧 賋
murh	𡺹
muru	𰎜
musg	輶 崷
musd	𡼓
musf	嶟 𡺚
musk	嵜 𰹝 﨑
musq	䞋
musy	𫎪
mutg	嵼 嵼
mut	𡶴
muvy	赚 賺 嵰 𧸜
muvo	𰷖
muwl	賹 𡺬 𰷪
muwp	𪨺
muwn	㒺
muwv	巕
muxy	嵫
muxf	𪨽
muxh	𭗰
muxn	𦁒
muyn	罔
muy	𮝄
muyc	𱆜
mvaf	𡼢
mvbg	𭖝
mvbj	𡸎
mvbk	𩟜
mves	𨏋
mvf	𡚴 𮙱
mvfj	𡼣 𰹧
mvgh	峍 𰃪
mvg	𧴱
mvgj	𡷏
mvgp	𡺅
mvhl	贐
mviy	𡸮
mviu	㟤
mvjs	轈 𡻝 𧷣
mvjg	𧶬
mvjh	𠛕
mvkg	岹 輑 峮 軺 𧵓
mvkf	㟒 岧
mvlg	輜 崰
mvlf	𡸟
mvn	軌 𨊩
mvph	𡹙
mvqw	𡼽
mvqu	𫶏
mvr	屶
mvst	𡽫
mvt	𠜥 𨊼
mvtr	𮝟
mvu	峎
mvyy	屻 軔 𧴬 軔
mvy	𡴿 𡷐 𨋨 𮜿
mvyu	岃
mwaj	𢌷 𢌺
mwag	𰭏
mwan	𦌌
mwbf	𡥐 𡥏
mwbm	嶺
mwbn	𬥳
mwci	繋
mwce	𦊰 𮝥
mwcf	𡐊
mwcg	𡹳 𤮈
mwcl	𮜋
mwcn	嵡 𡻐 𧷜 𨎃 𨌪
mwcq	𡷋
mwcr	撃
mwct	𡹀
mwcw	𣤖
mwcy	軗 䡆 𡵴 𭥂
mwdg	𧶟 𬥹
mwdc	𧷃
mwdf	𮊁
mwdy	𨋩
mweh	輸 崳 輸
mwel	嵛
mweb	輸
mwef	𡑁
mweg	𦊨
mwej	𠝦
mwet	䝩 軫
mwfi	赊 賒 𡻰
mwfc	𰎛
mwff	𡸔 𦊱 𭖏
mwfj	𡵵
mwfy	軵 𮙼
mwgf	峑
mwgg	輇 𨋶
mwgj	𫵽
mwgl	𭗆
mwgn	𬥕
mwgw	㒷
mwhf	峜 𣥙
mwhq	𧠓
mwht	峳
mwif	𡸃
mwig	崄 𫎨
mwih	𡷉
mwij	𮊇
mwit	𭁧
mwiu	𫴹
mwiy	𨋏 𪧿 𮝑 𮙾
mwju	嵐 嵐
mwjf	𦌎
mwjh	𡵚 𦋃
mwji	𡾍
mwjj	岕
mwjy	𡺤
mwkd	冏 㕯
mwka	𡹮
mwke	𦋀
mwkf	峇
mwkg	峆 𫎖
mwkj	𪩚
mwkk	𨏚
mwkm	𧹊
mwkn	嶖 𨎰
mwko	𦌯
mwkp	䢛
mwkw	嶮 𡸴 𡽗 𡾴 𧸘
mwky	𧨣
mwlg	嶝 𨎤
mwlf	𭽼
mwln	𭝾
mwlw	𠉁
mwmb	𭽵
mwmj	崙 𡵠 崙
mwmp	𰻏
mwmq	𮣣
mwmt	𢿗
mwnb	岑 𭀻
mwnn	𢚏 岒 軡 𡸬 𡹓 𰀷
mwn	㞦 䡄
mwnd	䞀 𡹵 𬥽
mwnf	𡶫 𡸠 𦌍
mwng	𨋱 𨌺 𨍚 𡻡 𡽷
mwnh	巋
mwnk	㟏 㟔 𧶗 𡿢
mwnm	䫈 𬱣
mwno	𪁏 𪈖
mwnp	𬩫
mwnq	𮭦
mwns	𡾹
mwnt	𨌕 𭖺
mwnu	嶭
mwnv	𠕈 𫲕 𫲖
mwnw	𡸛 𣢽
mwnx	𬧼
mwog	賶 嵢
mwoy	𮚒
mwpy	岭 軨 𰶾
mwpb	
mwpe	𮊜
mwpi	𨑧
mwpm	嶺 𡽹
mwpn	𦊦
mwpo	䳥 𤑇
mwps	𣐷
mwpu	岺
mwvk	𰭍
mwru	岚
mwry	𡵛 𨊽
mwsy	賖 𡷣 𡷔 𨌎
mwsf	𭗚
mwsj	𰭊
mwsu	𡸂
mwtu	𡶣
mwtf	𮚈
mwtg	𩐇
mwtk	𦊹
mwuf	𡸏 𨋼
mwuh	𮊊
mwuj	𦌘
mwuk	𡻓
mwvt	岎 𨋂 𬥏
mwvb	𭖻
mwvg	𡺜
mwvi	𦋔
mwvq	𫤩
mwvr	𡵳
mwvs	𮊗
mwvv	㟗
mwwi	肉 𠕎 𦙧 ⾁
mwwa	𡾑
mwwb	𡵷 𥀙 𦚆 𦛶 𦝘 𨛇 𨍖 𰤤 𰮪 𮌊
mwwc	𢼱 𢿁 𦌤 𦚒 𦞱 𫆫 𰮏 𰮣
mwwd	𦜁 𦟦 𦧘
mwwe	𦜿 𰮂 𰮮 𬚱 𮍉
mwwf	㟇 𡬻 𡸄 𦛷 𦡇 𫆸 𬥗
mwwg	𡼀 𡾺 𨏪 𦚓 𰮘 𬚶
mwwh	𰮖 𡺊 𡼴 𨌰 𦙢 𦞊 𫆺 𰮈 𰮉 𰮞 𰯆 𬚴 𭗙
mwwj	𠛧 𠝴 𡹒 𬛃
mwwk	峪 輍 𦊭 𦛃 𰮜 𰮧 𭖦
mwwm	𦡛 𰯣 𬛈
mwwn	𡹽 𡼙 𦉺 𦜽 𰭾 𰮆 𬚲 𭂲 𮌑
mwwo	𤌔 𦟖 𰞎
mwwp	𦞘 𫆭
mwwq	𠒯 𡻏 𡽥 𰯦
mwwr	𣂹 𦞉 𨏤
mwws	𬚿
mwwt	𦡝 𰮛 𬛌 𮌕 𮌜
mwwu	𡵝
mwwv	𦘽 𦘾 𦛅 𧷚 𭑶
mwww	𰮻 𬚺
mwwx	𫆜
mwwy	𰎌 𬛎
mwxb	𪨧
mwxc	𪩕
mwxf	㟆 𪓙
mwxg	𰭕
mwxj	𠝀
mwxy	𦋩
mwyf	崔 𡸌 𡺾 𡻛
mwy	𧴩 𨊤
mwyb	酅 𡻎 𨟎 𰎯 𰹠
mwyc	𡾼
mwye	𣯯
mwyg	𡹐 𨌴 𤮯 𤮰 𨿎
mwyj	㔒 𡾧 𮊞
mwyk	巂
mwym	嶲 𡼕 嶲
mwyn	𡶍 𦊀
mwyo	䳽 嶣 嶕 𪈥
mwyp	𭗝
mwyq	𧢧
mwys	㠍 㠎 𮝨
mwyu	㞩 𡷁
mwyx	𪛂
mwyy	軓
mxxk	幽 轡
mxb	𰎉
mxcy	䡏 𪨭
mxcu	𪨮
mxdm	𪩌
mxet	岰 軪
mxer	𰎓
mxf	𬹠
mxfn	𡶹 𡹱
mxg	𡽑
mxgg	𡾪
mxgr	𡾱
mxhm	巓
mxhh	𮝅 𰶻
mxhw	嵮
mxii	𦆕
mxic	𭗜
mxij	𰹡
mxim	𮨙 𰹫
mxin	𮝲
mxit	𢾰
mxiy	𨌠 𮚄 𮚓
mxjj	岪
mxjg	𨌁
mxjh	𨋥 𡶒
mxkj	嵹
mxn	𫝳
mxnn	𡵿
mxqi	㟜
mxth	嶷 㠜
mxtu	𡸅
mxtn	𡾳
mxuu	嵶
mxu	𡵏
mxuj	𡾽
mxwy	𡽰
mxxb	𫲪 𮠀
mxxd	𫰀
mxxi	𦇵
mxxm	䫜 𬱮
mxxn	𢥩 𫶹 𬧱
mxxo	𪃨
mxxr	䡡 𡺓 𫎝
mxxw	𡼠
mxxx	𢇕 𢇑
mxxy	𭖞
mxy	㟂
myd	丹 𛂇 𠕑  丹
myac	雘
myaw	䵊
mybg	崞
mybb	𡻙 𡻳 𨎎
mybh	䢷 𮠊
myby	𤿔
myct	轍 𨏁
mycu	𡷮
mycy	𫨳
myet	彤
myef	𡸝
myeu	𡾝
myey	𡾨
myf	訔
mygg	軴 䝬
mygp	𨓹
mygy	𧸔
myhy	𪨨
myiy	輬 㠇 䝶 𡹡 𧵾 𫎢
myi	
myiu	𡹞
myjh	刐
myjf	峕
myjg	𡽉 𰹑
myji	𨍡
myjn	𠂄
mykg	𧶆
myke	㠤
mykf	𰇋
myki	𨏸
mykk	𡻫
mykt	𨎙
mykx	𰇙
myli	𨎺
mymk	嵩 嵪
myma	巐
mymf	𡾘
mymy	
myny	赅 賅 輆 峐
myna	𨎡
mynh	𨌶
myni	𮝊
mynn	𡵀 𡷢
mynu	𢝯
mynv	𠕃
myom	𨏅
myoc	𫶄
myps	嵉 𡺣 𧶺
mype	㠙
mypq	𰎭
myqo	鴅
myqa	𨎱
myqu	𠣝
myqg	𫛝
myqy	𡿣
myrc	𡼁
myrq	𡹕
mytb	崺 𧷆
myt	𫎒
mytd	𡻬
myu	㞵
myui	𪚘
myvu	崀
myvy	㟍 䡙
mywf	崪 崒 賥 𰷤
mywc	𣪂
mywn	貥 䡉 㥖 𡵻
myxy	䝮 𪨬
myxi	𨏷
myxt	𫶦
myxx	𡿞
myy	㞶 𰶹
nav	民 ⺠
nnn	忆 㸞 𤕰 𠃏 𠃐 𢖪 𤖨 𦏳
naj	异
naay	牋 恜 悈 𤖆 㥇 䎒
naae	㞡
naaj	𧖉
naak	㥾
naas	𢢲 𤗽
naat	𥜹
naaw	𢜾
naby	𤿕
nabg	𢝎
nacb	𣱈
naci	𡱗
nack	𢞇
nadw	愜
nad	𡰱 𭘂
nada	𢟨
nadb	𢞻
nadg	𭝩
nadk	𢜪 𰦱
nadm	䪸 𢠷
naei	展
naec	𣪵 𫻞
naee	𰑾
naeg	𢛻
naej	𧎰
naek	𡲢
nael	𨃨
naeo	𪄡
naer	𠡿
nafg	㤌
nafi	𪓏
nafl	𢣏
nafm	𭕰
nafs	𢜮
nafy	㦐 𭜚
nagd	惬
nag	羾 𢖷
nagb	𨞵
nagg	𫻄
nagf	㦊
nagm	𧶻
nagn	恇 戼 𢤺
nagv	𩜕
namw	𤗶 𤖖
nagw	𰒆
nah	㸢 𤖐 𢞎
ngga	𢁎
nahd	㥱
nahi	𪓍
nahn	𢠕 𢡡 𤖋
nahq	𧠠
nahy	𢥪 𢠦 𦒅
nai	𢦐
naik	𢣅
nair	𢥉
naiy	𫹼
najg	惜
najl	羿 𢦂
najb	𦖫
najc	敯
najd	慔
najf	昬 𢠍
najh	愺 刡
najj	蟁 𧒝 𧓹 𭟒
najm	𣊽 𩔉
najn	𢢖
najo	𪃯
najt	𢾞
naju	𧊈
najv	愝
najw	𣣤
najx	𡲝
najy	𩀃
nakg	慬 惐 𦑌
nake	懄
nakf	𪨒
nakh	愅
nakj	𫖈
nakk	慪 𪬠
nakm	𫺹 𫻑
naky	𰭥
nalh	懵 𭟤
nall	𭟭
naln	㥸
nalq	懜 𤘂
naly	懱
namy	慲 愩 𤗤 𫺌 𭟈
namd	愥
namf	𢞡
namj	𡶘
namm	𡸧
namn	𢣁
nanv	屉
nang	𮊼
nann	怈 怇 𦐕
nans	牒 惵 牃 屟
navv	𢑰
naoy	𪫯
nape	懞 𤘁 𫺘
napg	𫻊
napy	𪫿
naqj	憯 𢞧 憯 𫺰
naqh	㦅
naqn	憽 𭝪
naqo	鴖
naqt	𢢩
naqy	𪫨
narn	怄
navb	𭞖
narg	𡲌
natf	懂
natd	𦑄
natg	𢙒
nath	睯
natj	暋 𮔧
natm	㟩
natn	愍 𢤄
natr	𢰞 𭽞
natt	㤉
natu	𭝐
naty	敃 𢼷
nauf	𢤦
naue	𣯰
naug	𬌄
naun	𫻟
navt	𢗠
nawc	殿 㦜 𭮺
nawd	𢢮
nawe	臀 𮝿 𩪡
nawf	壂
nawg	𮡆
nawh	𢅝
nawi	𢞺 𡱒
nawk	𢟉 慌
nawl	𪽛
nawn	𢝳 𢟈
nawo	𢤼 𭟇
nawp	𨓟
nawt	𫿚
nawu	𮊾
naww	臋 𣣣
nawy	㤨 𤩱 𨾧 𭞹 𭷄
naxy	怴 䎀
nayk	慌 慌
nayl	戕
nay	𢦤 𦐂
nayg	懽
nayh	𭞰
nayi	𫞖
nayn	恾
nayy	𢖺 𦏵 𢍿 𭤙
nbty	敢
nbbb	孱 懾 𢢟
nbbe	𠃨
nbbg	𢘩
nbbh	𢝞
nbbj	𠟉
nbbn	𢠞 𰒂
nbby	𥀘
nbcc	慑
nbci	𡱾
nbcy	𢛏
nbde	憜
nbdi	𤗓
nben	㦩
nbfn	聼
nbgl	𢙘
nbh	䣁 邔 𨙬 邔 𰻠
nbhq	𪨔
nbiy	𢘨
nbjb	𢝼
nbkg	𪬮 㥛
nbkb	𢞊
nbkm	𢞳
nblg	𤗖 𢛴
nbmk	屈
nbmb	𢝿
nbme	𠡰 𣮈
nbmh	㤕 𫺶
nbmj	𠜾
nbmm	𩓦
nbmo	鶌 𩣹
nbn	忚 𤖪 𤕮 𦏸 𢖭
nbnb	𡥷 𰌱
nbnn	㤴 䎎 𢗵
nbnv	𡰼 𡱷
nbpq	𠖙
nbrt	𰐿
nbrl	𭝳
nbsk	屙
nbsj	𢠣
nbt	𢖱
nbth	𡲣
nbti	𧎤
nbtm	𫶔
nbtt	㦕
nbtv	饏
nbue	𢢊
nbup	𢤸
nby	翍 怶 𤖷
nbyu	𦐅
nbyy	忣 𦐏
ncfg	怪
ncah	𭜢
ncce	慘 𤗲
ncca	𢤚
nccc	惙
nccd	𢠊
ncci	𢡖
nccs	𤖒
nccy	𫹷 𰠏
ncde	惨
nceh	悀
nced	𡱑
ncee	愑
nceg	悁
ncen	𤗅
ncep	𢠆
ncgh	怿
nch	忬
nchc	𢝠
xnny	糹 ⺯ 幺 ㄠ ⺓ ⼳ 䋟
nci	㞋 𠫕 𠬩 𡰫 𭆥
ncjy	慅
ncjn	𭥟
nckg	怡
nckd	𰀼
nckn	𫺭
nclg	𢚜
ncmk	憰 𦒔
ncmy	𢝢
ncn	𢗌 𦐆
ncne	𬻼
ncni	𫵝
ncoy	𩢳 𩡽 𰒀
ncqn	𪫤
ncqt	𡱥
ncqv	𭀛
ncrh	恈
ncsy	𢜸
ncty	𢝽
nctd	𢚝 𡱢
ncv	㞎
ncwt	悛 𦑁
ncwi	𰑯
ncxn	𢟒
ncxb	𬚆
v	发
ncy	㣾 𤕭 𠬮
ndae	惰
ndaa	𢞑
ndaf	墯 𫻃
ndag	𪫦
ndan	𢣖 𦑑
ndap	𭞻
ndbh	𨛮
ndbg	𢝉
ndbm	𡲗
ndbn	𭜒
ndcy	翇 𢗞 𦐌 𭕖
ndcu	𦐓
ndcw	𣤅
nddy	恹
nfd	𬺹 丑 𡈾 𡰥 𰚷 𫡢
nddk	𡲓 𢝇 𢤡
nddn	䎚 懳
nddu	𡘾
nddv	𢟩 𦒄
ndet	懮 𪫡
nde	
ndeb	𭝣
ndef	𢟹
ndeg	㤢
ndei	屒
ndey	悵
ndfn	恗
ndfa	𢜘
ndff	𢛄 𢣵
ndfg	𢘪
ndfh	㤒
ndfi	𭝎
ndfj	㦋 𭃎
ndfm	𢤆
ndfx	𭕮
ndfy	㤽 𪺣
ndgn	憾
ndgl	怙
ndg	𤖲
ndgc	𡲃
ndgf	𭞭
ndgk	𢜩
ndrm	𭞒
ndgr	𰒋
ndgy	㤜
ndhy	怀 𤖯 𤖔
ndh	𢗒
ndhb	𢙨
ndhf	恠 𢚬
ndhg	怌 𰠓
ndhh	𢢰
ndhi	慽
ndyi	𮌁
ndhk	㤳
ndhl	𢝙 𭟣
ndhn	𭟍
ndho	𭵛
ndht	𢥝 𭕥
ndhx	𰈠
ndiy	𢙩
ndi	
ndjh	剧
ndja	𢟟
ndjb	𰑱
ndjd	懨
ndjf	𢣀
ndjg	𨶽 𪫮
ndji	𭝷
ndjn	㤿 𤗎 𦑎
nfjt	𭻋
ndjw	𪴲
ndkg	㤑 𫹺
ndkn	𢠬
ndlg	愐
ndmh	怖
ndmd	愞
ndmm	𢡼
ndmn	𭝼
ndmv	𢝶
ndmy	㥧 䪱 頨
ndny	忧 𡰽 𡱄 𢣝 㤶 𰀳 𮊽
ndnb	𫺀
ndnf	𭝹
ndng	𬻆
nfgo	𭴚
ndoy	恢
ndqo	鶋
ndqb	𫶶
nwqg	 𱉔
ndqg	𱊌
ndqn	𢚛
ndqq	𰒗
ndrr	慡
ndri	㥳
ndrk	𭕹
ndry	𢘀 𤕳 𦐗
ndsk	㥓
ndth	𢤩 𤘃 𤖢
ndui	憭 㞠
nduh	𢡇
ndun	𢞷
ndvd	𢝛
ndww	翜 悏 𭕻
ndwe	𢠅
ndwf	𨻊
ndwg	𢜗
ndwi	㥭 𭝺
ndwj	𢝣
ndwl	𢤬
ndwn	愖 𢗟
ndwr	𢠹
ndwu	㠱
ndwy	𢟠 𭜔 㥍
ndxy	𢘙
ndxn	𭜏
ndy	狀 忕 𢗗 𭷂 狀
ndyf	𡳥 𢣃
ndyu	𫵦
ndyy	忲 㤜 䎉
nev	尾 𛄘
nean	懚
neag	𢝘
neaj	𫸛
nmuj	𪺦
neax	𡳖
neb	毣
nebb	𡥸 𡦥 𡲪 𮠎
nebd	屘
nebf	𡱬
nebg	𭝂
nebm	𪨕
nebn	𡲐 𭕟
nebo	𤌨
nece	𡳔
necc	𡲋
ned	𫵔 𬚳
nedb	𥖑
nedh	𡲫
nedi	𰍺
neee	恊 愶 𠡨 𫵞
need	𡲊
neeg	㥊 慆 𡲤
neei	𫵬
neem	𡳲
nees	𨤔
neew	𢣹
nefi	屗 𡲧
nefc	𡲨
uqff	𰊈
nefh	𡱭
nefm	𡳱 𢝾
nefy	𢚃 𡳪
negg	怚 𢚯 𤕲
nega	𡳊
negb	𡳒 𭝔
negc	愋 𦑛 𬌉
negd	𫯨
nege	𢚆
negh	𬌈
negi	𫵣
neh	𢘭
nehc	㥰
nehd	𡳕
nehe	𫺼
nehi	𠧮
nehm	𢣜
neiy	懙
neii	㞙
neib	𬪛
neig	𢤫
neiu	𡱵
nej	𭺸
nejd	𡲉
nejg	𢞦
nejj	𰎅
nejx	𡲭
nekg	悎
nekk	𡳎
nekp	慥
nekr	𢝟
nekx	𭉖
nelk	𬨊
nelf	𢥚
nelh	𪨖
nelx	𡳹
nely	𪑐
nema	𣍁
nemf	𢜻
nemg	𫵡
nemw	𢤽 𫵪 𬌐
nen	㲏 𢗳
nenb	𤳰
nene	𦏲
neoy	𢙹 𢠿
neoa	𫸡
neoi	𡲸
neoj	𭕺
neot	𪯚
neou	𥹹 𤉂 𰞫
nept	懓
nepb	𢤾
nepc	㥅 𭞄
nepg	𥜀
nepi	𡳓 𨒢
neqn	𢞌 𢙝
neqb	𡳀
neqj	㦧
neqm	㦫
nerm	愮
nerc	𡳺
nesy	㥒
nesp	𨘘
nesw	𰎄
net	忇 𢒆 𢚵
netb	𡳜
netd	𡲥
nete	𢥯
neti	𢽙
netj	𪨝
netk	𭕨
neto	𢥡
neuj	𪨟
numh	𦡍 幦
neun	𡳗
nevd	𫰵
neve	𭕳
nevg	𢚶 𦘧
nevh	𢛵
nevj	𡳩
nevy	𢢽
newy	㥚 𤗝
newc	𡳃
newf	𪨙
newj	𡳳
newm	𢤳
newn	𡳦
nexd	慀
nexy	𦅴
neyi	𡲈
neye	𭕧
neyf	𡳝
neyn	𡲼
neyv	𭯢
nfu	导 𦏽
nfam	愤 憤 𤗸 𤖘 憤
nfae	𢟾 𢥻
nfag	懴
nfaj	弉
nfas	𤗣 𤗥
nfat	𡲷
nfbg	悖 𡥆 𭜸
nfbe	𰑰
nfbh	𨙺
nfbk	屆
nfbv	𭕚
nfci	层 厾 𡰸 𡱅
nfcb	𪫸 𰻰
nfcc	𢣒
nfce	恸 㤼
nfcl	㥺
nfcm	𮚔
nfcn	𢝍
nfco	𩡵
nfcw	𡱓
nfcy	怯 忮 忶 翄 㥘
nfde	𢤟
nfdm	懦 𩑓 𩑧
nfdu	奘 𤞛
nfet	𭜲
nffy	恃 𭷅
niav	𡱕
nifk	𭕝
nffg	㤬
niah	𫵠
ninm	𡲶
nffn	𤕿
ninv	㞑 
ninr	𤚌
nffw	𢡜
nfg	壯 𡉟 𪫞
nfgg	𭝧
nfgk	𢤓
nfgn	𪫭
nfhw	慎 慎 慎
nfhg	㥀
nfhh	忓 𦏹
niii	𡲘
nibm	𡲬
nfhn	𬛢 𰑞
nfhq	𧠍
nivv	𡱧
nfhv	𫵙
nixx	𡲩
nfin	慰
nfi	屚
nfic	叞
nfie	褽 𧛽
nfif	尉 𣂊
nfii	𠃥 𫵖 𭲐
nfij	螱 𠝑 𧕈 𩡛
nfik	𰧠
nfil	𨄯
nfio	熨 𩻍
nfir	犚 𢲴
nfis	𰘤
nfiv	𠝋
nfiy	怽
nfjd	屠 𡱔
nfjb	䣝
nfje	𢢅
nfjg	㥩
nfjj	蝨 𰅂
nfjn	𢠥
nfjo	鷵 𢣴
nfjq	𱊩
nfju	𧈲
nfjy	𦑥 屠
nfk	卂 𣁬
nfkc	懛 𤗿 𭮭
nfkd	𪜒
nfkg	恄
nfkk	𰒡
nfkm	𢥎 𭕭
nfko	𤖥
nfkw	㦭 𤖦
nflm	牘 𤘄 𭟐 𬌏
nfle	憉
nflf	𪜖
nflg	㦉 𢜳 𬌅
nflh	懥
nflj	𬨋
nflk	憘
nfmj	𨌄
nfmd	𰑝
nfmh	𰑳
nfmk	𫡫
nfnf	懤 𤘀 𭷈
nfnb	𦏻 𤿿 𨜈
nfnn	𢗃
nfnp	𨔚
nfny	𢙺 𰑁 𰍱
nfou	焋
nfoc	𤈫
nfoe	𧜷
nfof	㷉
nfon	𢟬
nfoo	懗 𢩗
nfoy	㤸
nfpk	迅
nfpd	𨒈
nfqn	怃 忨
nfqb	𠨡
nfqf	銺
nfqm	𡳠
nfqo	鳵
nfqw	𢙊 𪴫
nfrk	𢞄
nfre	𭟘
nfud	牍
nfuf	悻
nfuh	𨐧
nfuk	𢠁
nful	𪨡
nfvf	娤
nfvb	𨜉
nfvg	𡚽 𰒅
nfvo	𢤢
nfwk	牆 懎 𤗼
nfwj	𢡚
nfwl	𢤠
nfwm	𭟎
nfwp	𤖜
nfwt	㥄
nfwv	𡳋
nfwy	𢗲 𨾐 𭟙 𮦻
nfxn	恅
nfxi	𭝻
nfxj	愭
nfxy	𰠛
nfyl	忖
nfye	裝
ngbh	那 𛂄 𬪄
ngah	𢙱 𭜕
ngdh	𦐧
ngaj	𰭞
ngak	𡱯
ngay	𭞎
ngbo	𫛀
ngbb	𭆗
ngbf	𫭹
ngbk	𰇯 𭉒 𭉔
ngbl	𪽖 𫖂
ngbn	忳
ngbp	𫑏
ngbv	𰻸
ngcd	屋 𛃟
ngcb	𨜘
ngcc	𪵓
ngce	𦢡
ngcg	恎
ngcj	剭 𪬕
ngcl	𮛿
ngcm	𫥫
ngco	𪃮
ngcq	𰎃 𬸟
ngcr	𫇂
ngcy	𦑐 𰑊
ngd	刁 𰍰
vngg	彐 ⺕ ⼹  
ngdi	悿
ngdk	𢚺
ngdm	𩑫
ngdn	𢞋 𢡊
ngeg	情 𦑊
nge	  𭃂
ngmg	𫻛 𢗶 𰠟
ngef	𦑖
ngei	𡱰 𧰦
ngey	㞘
ngfy	慱
ngf	䍿 𰭝
ngfd	𡱻
ngfe	𦑣
ngfg	𢛟
ngfh	𢖳
ngfj	𦏴
ngfl	𭞬
ngfn	𭞪
ngfo	𭟫
ngg	忹 𤕬 忹 𭜐
nggf	𬺴
nghg	怔 𠀌 卐
nghb	𨚑
nghe	𢝒 𢠟
nghk	𭅫
ngnl	𪭃
nhgm	𡵽
nghn	𢗙 𢗔
ngho	㥼
nghw	𢤋 𤗕
nghy	𢗄
ngii	㞗 𫡨
ngil	𥁝
ngiy	㤹 𤗂 𤕾
ngjg	恒 𡱌 𢘆
ngjf	𭏃
ngjh	𢡍 𢡤 𰄚
ngjj	𦑾
ngjr	𢙾 𫅩 𰠞
ngkg	悟 𤕻
ngk	丮
ngka	𬌑
ngke	𭞩
ngkh	𡲻 𢜝 𢢺 𮋎
ngkl	愊 𤗚 𦑞
ngkm	𤗦
ngkn	𡲦
ngkr	㤦
nglg	㤱
nglb	𢛯
ngld	𤖤
nglw	𢙖
ngmw	怲 𤖶 𡱆
ngme	𰒔
ngmh	㤄 𭟆 𭟝
ngmj	慒 𤗰
ngmk	𪨉
ngmp	𨓠
ngwm	𡳘
ngmy	𭝏 㥽 𤗮 𤖓
ngny	憓 𦒎
ngng	𦐃 𫹮 𭃊
ngnn	𪫝 𫹫
ngox	𢥬
ngon	𭞊
ngpk	𨑽
ngqx	屍
ngqo	𩾗 𢟏
ngqb	𦒏
ngqi	𪬔
ngqj	㤡 𤖺
ngqn	憢 𦒒
ngqq	𦐟
ngqt	𭜌
ngqy	𢗚
ngry	𢗆 𭶾
ngri	𢟐
ngsy	𢗿
ngty	慠 慠
ngtb	𨞈
ngtg	𢛢
nguf	怦 𤖳 𦐜
ngud	𢞹 𰭢 𫺂
ngug	𬔙
vgv	悽
ngva	𢙼
ngvh	𢜀 𦑈 𦑯
ngvt	𬼋
ngvy	𭞥
ngwv	𡱂
ngwc	𣪫 𣪍
ngwr	𢣚 𦒤
ngwy	𨾆
ngxi	愫
ngxg	恆 𢗝
ngxr	𢰨
ngxw	恞 𡱐
ngxy	𢝂
nhty	收
nhae	𢢛
nhaf	㦆 𤗭 𫷐
nhmg	𠚞
nhag	𡳆 𭝬
nhan	𢣧
nhaq	𢜜 𤗑
nhat	𭿰
nhaw	𭞚
nhay	𢟶
nhbh	郿 𪫢 𮟿
nhby	𭼀
nhcy	収 𢻰
nhcc	𢤞
nhcf	慳
nhcg	𢤯
nhch	𢂭
nhci	𡰵
nhcr	𭷘
nhcu	叏
nhd	眉 𭕘
nhdd	屝
nnht	爿 𡱙 𠃜 ⽙ 
nhdf	𢟵 𫅪
nhdg	悱 𤗋
nhdm	𩑠
nhds	𢡅
nhef	胥
nhen	𣮮
nhet	𠠳
nhey	懅
nhfp	遐
nhf	𤴔 ⺪
nhfc	叚 𢻀 𢼖 𪠪 𫨻
nhfd	
nhfe	𣮫 𣮱 𧛣
nii	 尿 氹 𠃝   尿
nhfj	𡂶 𧎂
nhfm	䫗
nhfn	𢝅
nhfw	㰺 𰀣
nhfy	𬻷 𭍼
nhg	𪫣 𭜜
nhgb	𠙿
nhgd	𠀄
nhge	𢟡 𤗩
nhnh	𬻈 𡳻 𡖈 𫡅
nhgw	𤖈
nhhy	懼 𪭈
nhh	𠄍 𫹴
nhhc	戄 𭕼
nhhe	𪨏
nhhm	𮚯
nhhq	𧠣
nhhs	𭟨
nhil	疋 ⽦
nhic	𢛼
nhju	蛋
nhjf	𣆁
nhjg	疍 𬌆
nhjh	悼
nhjj	𰳢
nhkl	丩 ㄐ
nhkd	𡱇
nhkg	怗
nhkj	𮧰
nhkn	𢛈 𪬍
nhlf	㿿 𰤿
nhle	𫻖
nhll	𢥈 𡳬
nhln	𢣿
nhlo	𢟧
nhls	𢢙
nhmj	𡶕
nhmk	𰀧
nhmy	𫺤
nhnv	𠄑
nhnd	𤟶
nhng	𫝀
nhnn	𤖎
nhno	𭞺
nhol	𥌙
