aaa	工
onwy	炔 燿 䊮
onwa	断代
onwi	凿壁偷光
onww	废人
onwx	断货
onxa	灯心绒
onxb	废弛
onxf	断续
onxg	断线
onxq	断绝 废纸
onxy	断弦
onyu	烬
onyc	废弃
onyg	断语
onym	断市
onyt	废话
onyw	为民请命
onyy	断言 粎
ooo	火
ooou	焱
oou	炎
ooaa	糖苷
ooag	火葬
ooal	火苗
ooam	炎黄
ooao	熫
ooaq	火警
ooat	火攻
ooaw	火花 爌 䊯
ooax	火药
oobh	郯
oobg	㷥
oobj	炎阳
oobn	火了
oobt	糭
oobw	火险
oock	烽火台
oocq	火鸡
oodd	火大 庸庸碌碌
oodh	炎夏
oodk	火石
oodm	顃
oodo	数米而炊
oodr	糖原
oodu	康庄大道
oodx	火龙
ooen	火力 㲜
ooep	炯炯有神
ooer	火狐
ooev	火腿
oofc	火云
oofd	郯城
ooff	烾
oofg	火雨 粧
oofj	火井
oofn	火场 糖块
oofo	火塘
oofs	糖霜
ooft	火雾
oofw	火堆 火夫
oofy	火坑
ooga	业精于勤
oogf	火球
oogk	糖豆
oogq	炎烈
oohc	敥
oohh	火上
oohk	煔
oohq	覢
oohv	火眼
oohx	火柴
ooid	火源
ooif	火法
ooii	糖水
ooim	火油
ooin	火烫
ooiq	火光 为数不多
oois	火漆
ooit	火海
oojh	剡
oojf	炎暑
oojn	火电
oojp	火蛇
oojs	糖果
oojt	火星
oojy	火影
ookh	火中
ookk	火器
oolg	火车
ooll	磨磨蹭蹭
oolu	火圈
oomc	火凤
oomd	火炭
oomm	火山
oomr	火网
oone	火烧眉毛
oonf	㷀
oong	火情
ooni	糖尿
oonl	火翼
oonn	火羽
oont	爆炸性
oonu	㥕
oooa	火炬 火烧
oood	糖类 火燎
oooe	㲭
ooof	火烤
ooog	糖精
oooj	火爆 火烛 飊
oooo	迷迷糊糊 炎炎 燚
oooq	火焰
ooos	火魔 燊 爃
ooow	歘
oooy	火炉 火炕 㷋 䊏
oopb	𤇾
oopd	䃕
oope	勞 膋 褮
oopf	塋 煢
oopg	醟
ooph	犖 䁝
oopi	禜 滎 縈
oopj	螢 䪯
oopk	營
oopl	㽦
oopm	嵤 焭 罃
oopn	糖蜜 憥 䎕
oopo	火灾 熒 鶯
oopq	覮 鎣
oops	榮 檾
oopu	靡靡之音 䝁
oopv	嫈
oopy	火神 瑩 甇 謍
ooqa	火钳
ooqg	火鸟
ooqk	火锅
ooql	燐 㷠
ooqo	鶑
ooqp	䢯
ooqq	炊烟袅袅
ooqv	火急
ooqw	欻
ooqy	火铳
oorc	火把 糖瓜
oorf	火遁
oorl	火舞
oorm	火罐 糖罐
oorn	火气
oorp	火控
oorr	遮遮掩掩
ooru	火拼
oorv	炎热 火热 火势
oosd	䊳
oosg	糖醋
oosj	火棍 烧火棍
oosk	火速
oosm	火机
oosw	火枪
oosy	火柱
ootd	火舌
ooti	熠熠生辉
ootk	火种
ootr	糖稀
ootu	火箭
ootx	火系 糠秕
ooua	火并
oouc	爜
ooud	火头
ooug	炎症
oouo	燫
ooup	炎帝
oouq	糖浆
oous	火辣
oouw	㸁
oouy	炎凉
oovk	糖 煻
oovi	糠
oovn	火刀
oovv	火女
oovw	焿
oowh	火候
oowv	火盆 糖分
ooww	糖人
oowx	火化
ooxa	火红
ooxg	火线 炉火纯青
ooxk	火绳
ooxo	爊
ooxq	糖纸 火纸
ooxu	燃烧弹
ooxx	断断续续 廘 熝 麊 䊌
ooy	炏
ooye	糖衣
ooym	顲
opi	迷
opwk	熔
opad	迷藏
opai	迷茫
opak	迷惑
opap	迷蒙
opax	迷药
opbb	粽子
opbl	迷阵
opdi	爎
opdw	烷基
opea	迷朦
oped	鹰视狼顾
opeg	迷狂
opes	迷彩
opey	㶶
opfq	烷
opfc	迷魂
opfd	迷城
opfi	粽
opfo	煊赫
opft	迷雾
opgg	煊
opge	糘 䝉
opgk	熔融
opgr	为之一振
ophh	迷上
ophk	熔点
ophw	迷瞪
opij	迷漫
opiv	迷津
opiw	为富不仁
opju	熐
opkk	熍
oplh	煇
oplt	迷路
opmd	熔岩
opnm	迷惘
opnn	迷局
opoa	熔炼
opoc	烷烃 廀
opod	迷糊
opon	熔断 精神焕发
opoy	熔炉
oppk	迷宫
opqb	焥
opqd	熔铸 磨穿铁砚
opqe	熔解
opqn	㶩
oprr	精神抖擞
opru	熔接
oprw	迷失
opsg	迷醉
opss	迷梦
opsy	䊉
opta	烢
optd	迷乱
opte	迷航
opuc	熔冶
opug	精神病
opuq	熔浆
opvf	迷妹 迷奸
opwa	焢
opwd	㷝
opwg	迷倒
opwq	迷你
opws	迷途
opwu	精神分裂症
opww	迷人
opwx	熔化 焪
opwy	迷信 迷住
opxn	迷幻 炨
opyo	迷恋
opyr	迷离
opyw	废寝忘食
oqay	底
oqnn	炮
oqab	䣌
oqaj	焝
oqan	䉻
oqau	底薪
oqav	㡳
oqax	底蕴
oqb	灮
oqbb	底子
oqbt	煼
oqbv	底限
oqck	炮台
oqdo	燃 炮灰
oqdg	粉饰太平
oqdh	庞然大物
oqdi	燃耗
oqdl	底面
oqeg	焰
oqec	底肥
oqeh	廨
oqei	炮膛
oqek	底架
oqep	底边
oqeq	遴选
oqfa	炮塔
oqfb	炮击
oqff	底土
oqfh	燃起
oqfn	炮声
oqgh	底下
oqgk	炊事
oqgu	焕然一新
oqhj	焔
oqhk	燃点
oqhm	炮制
oqhv	炮眼
oqhw	炊具
oqiy	烁 烑
oqii	庣
oqim	燃油
oqis	底漆
oqjg	㶷
oqkg	䊅
oqkk	炮口
oqkt	炮响
oqlb	粼 鄰
oqlc	炮轰
oqlg	炮车
oqlj	粦 㔂
oqln	翷 亃
oqlp	遴
oqlq	䚏
oqlr	斴
oqlt	底图
oqly	甐
oqmd	焕 煥
oqmm	底册
oqmq	灼见
oqnf	底层
oqnt	焕发
oqnv	庖
oqny	焰心
oqoa	燃烧 燃煤 灼烧
oqol	炊烟
oqoo	炮火 焰火 火急火燎 底火
oqoq	粼粼 灼灼
oqos	燃灯
oqot	炮烙 㢝
oqou	燃料 底料 廯
oqov	底数
oqow	底座
oqoy	熓 粷 䲴
oqpu	底裤
oqqc	底色
oqqd	焕然
oqqg	炒鱿鱼
oqqi	㢁
oqqt	底儿
oqqu	广角镜
oqqw	廞
oqqy	㶴
oqrg	炮兵
oqrn	燃气 底气 㷓
oqrt	炮手 粅
oqrv	灼热
oqsg	底本
oqso	炮楼 底楼
oqsr	底板
oqtb	㡻 㶯
oqte	底盘 炮艇
oqth	底牌 底片 炮竹 底版
oqtm	炮筒
oqtq	庭外和解
oqty	底稿
oquc	灼痛
oquk	底部
oqum	底商 底端
oqwy	炊
oqwa	䶴
oqwd	炮仗
oqwt	灼伤
oqww	底价
oqwx	底货
oqxg	底线
oqxl	底细
oqxu	炮弹
oqxy	底纹
oqyy	灼
oqy	㶤
oqyi	㡱
oqyl	熘 廇
oqyt	燃放
org	粕
orgg	煌 䊗
orbb	烂摊子
orbt	糉
orcy	炍 粄
ordh	烯
oren	摩擦力
orfc	庪
orh	炘 䉼
orij	应接不暇
ork	庍
orlg	摩托车
orlo	廡 㷻
orlr	摩托罗拉
ornd	广播剧
orno	熂
orof	煤气灶
orol	数据库
oror	煌煌
oroy	煤气炉
orqc	廆
orqw	焮
orrm	煤气罐
orsc	䊛
orsy	火遁术
ortf	庳 焷 粺
orte	粗手笨脚
ortg	精兵简政
ortj	螷 蠯
orwo	为所欲为
orxc	廏
orxs	爍
orxt	精打细算
orxu	精兵强将
orya	数白论黄
oryt	燩
osi	床 庯
osh	灯
osaa	磨工
osab	灯节
osag	魔芋
osah	磨牙
osaj	灯草
osam	麻黄
osan	灯芯
osaw	麻花
osax	麻药
osbb	麻子
osbn	麻了
osbu	魔障
osck	灯台
oscw	磨难
osdd	磨砺
osdh	磨破
osdi	磨砂
osdk	磨石 粗枝大叶
osdm	麻布
osdq	磨杵成针
osdy	磨碎
osef	床脚
osen	魔力
osep	床边
oses	灯彩
osew	麻脸
osfa	灯塔
osfc	磨去
osff	㷑
osfg	煙
osfi	熛
osfy	磨坊 煿 糐
osg	粞
osga	灯盏
osgd	摩天 庮 㡷
osgg	魔王 㶱
osgh	灯下 麾下
osgk	麻豆
osgm	靡丽
osgo	磨灭
osgr	灯珠
osgu	磨平
oshd	廂
oshh	床上
oshw	灯具 磨具
oshy	烞
osie	磨削
osif	魔法
osii	摩挲
osim	麻油 灯油
osip	魔掌
osiq	灯光 灯泡 磨光 麻溜
osit	麻省
osiw	麻雀 麻木不仁
osjg	魔术师
osjh	燂 䊤
osjy	灯影 魔影
osk	庁
oskg	炣
oskk	魔咒
oskm	磨叽 㸊
oskv	磨唧 磨叨
oslf	磨墨
oslg	煉
oslh	灯罩 床罩
osln	席梦思
oslu	磨蹭
oslw	魔界
osmd	摩崖
osmh	床帏
osmn	䊂
osmr	麻风
osmv	㢀
osna	灯展
osng	魔怔
osnt	魔性
osny	灯心
osoa	磨炼
osod	麻烦
osoj	灯烛
osoo	灯火 麻糖
osoq	床底
osos	磨床 靡靡
osou	糜烂
osow	灯座
ospw	魔窟
ospy	魔神
osqa	火树银花
osqh	庖丁解牛
osqi	摩尔
osqn	灯饰 磨蚀
osqs	床铺
osqu	魔镜
osre	爩
osrh	魔爪
osrk	磨损
osrp	摩擦 磨擦
osrq	魔鬼
osrt	摩托
osrv	床垫
ossi	麻 縻
ossd	靡 磨 魔杖
osse	麾 䯢
ossf	塺
ossg	麻醉
ossh	犘
ossj	床榻 劘 黁 䵉
ossk	麿
ossm	黂
ossn	㦄
osso	糜 爢 㸏 䳸
ossr	摩 床板
osss	麻木
osst	穈 䵇
ossx	麼
ossy	魔术 灯柱 䜆
ostd	灯笼
oste	磨盘
ostj	麻利
ostp	灯管
osts	灯箱
ostt	床笫
osua	广西壮族自治区
osud	床头 魔头 灯头
osue	床前
osuj	床单 摩羯
osul	麻痹 魔兽
osuq	麻将 麻酱
osus	麻辣
osut	魔道
osuw	麻疹
osvi	烂醉如泥
osvn	磨刀
osvv	魔女
oswa	麻袋
oswf	灯会
oswg	摩登
oswi	魔剑
oswk	磨合
oswu	床位
osww	庲
osxa	磨练
osxg	麻线
osxk	麻绳
osxn	魔幻
osxx	摩丝 灯丝
osxy	麻纺
osy	炑 烳 䊇
osye	麻衣
osyg	灯语
osyj	麻醉剂
osym	灯市
osyn	磨房
osyo	灯谜
osyq	魔方
osyt	魔族
osyy	炢
otfp	庭 烶
othf	炸 㡸
otan	广种薄收 灹 籷
otav	㡯
otax	炸药
otbn	炸了 炧 粚
otbp	庭院
otci	庅
otcq	炸鸡
otdh	烽
otdk	燆 㢗
otdm	粉身碎骨
otdn	炸成
otdp	熢
otea	炸毁
otey	烐
otfe	㢎
otfh	粁
otfl	炸雷
otga	炸开
otge	爋 㷲
otgf	煄
otgh	烙下
otgk	糗事
otgm	廭
otgo	熄灭 燻
otgq	炸死
otgs	烆
otgu	炸平
otgx	断简残编
othd	糗
othh	数得上
othj	糌
othn	熄
othp	烻
otje	度德量力
otkg	烙
otkm	业务员
otkt	炸响
otlf	庭园
otlg	烅
otln	熜
otmd	燠
otmy	炿
otnd	㢂
otnf	㷆
otnn	籺
otnp	㷟 䊚
otnu	熄屏
otol	燔 烽烟 㢖 䊩
otoc	糌粑
oton	炸断 䊝
otoo	烽火 熄火 烟熏火燎
otoq	火箭炮
otos	熄灯
otou	烽燧
otoy	煍
otpj	庭审
otpw	炸窝
otqg	烙印
otqk	炸锅
otqn	烙饼
otqq	熪
otqr	烙铁
otrh	炸掉
otrw	烧香拜佛
otta	庭长 㢉
otuf	烀 䉿
otue	庭前
otuh	数得着
otui	庝
otuq	炸酱
otuv	烙痕
otuy	炵
otvb	㸅
otvi	应答如流
otvt	炸群
otwh	㢔
otwt	炸伤
otww	䊴
otxu	炸弹
otxy	烸 䊈
oty	敉 炇 秌
otyk	庭训
oug	粒
oudg	烂
ouaj	熾
ouak	庰
oubb	粒子 料子 凿子
oubh	廉耻
oubn	烂了
oubt	㡿
ouby	料及 断章取义
ouck	断头台
oucq	焖鸡
oud	㡴
oudb	䊎
oudk	燧石
oudl	炸酱面
oudm	遮羞布
oudu	麻痹大意
oudy	烪
ouep	燧
oued	龐 爖
oueg	燗
ouej	糋 㷙
oueu	精疲力竭
ouey	煫
oufh	料 炓 䉽
oufb	凿
oufc	叢
oufg	䊋
oufj	丵
oufo	精益求精 糳
oufq	鑿
ougo	糕
ouga	凿开
ougc	料到
ougf	對
ougg	席卷天下
ough	廉政 㷣
ougj	料理
ougn	懟
ougp	席卷一空
ougy	爔 燨
ouh	烊
ouhc	廉颇
ouhk	糕点
ouhm	焙制
ouif	廉洁
ouij	烂漫
ouin	烂泥
ouis	料酒
ouje	廉明
oujf	燑
oujk	㢓
oujn	燱
oujq	糡
ouk	庠
oukb	廍
oukg	焙
oukk	料器
oulj	熷
oumk	熵
oumd	䊞
oumi	料峭
oumt	烂账
ouny	焖 燜
oune	烂尾
ouoa	焙烧
ouoc	糍粑
ouoi	焙炒
ouou	粒粒 凿凿
ouow	摩羯座
oupg	料定
oupw	凿空 凿穿
ouqe	爓
ouqn	糕饼
ourh	烂掉
ouri	摩拳擦掌
ourq	断章摘句
oury	烄
ousa	床头柜
ousf	燇
ousg	烂醉 煪
oush	料想
ousl	爛
oute	廉租
ouud	粒状
ouuf	料斗
ouuk	㷽
ouus	火辣辣
ouuy	爆冷门
ouvo	廉 熑 㢘
ouvj	劆
ouwa	魔道八荒
ouwb	鄴
ouwo	鸈
ouwu	業
ouww	廉价 㱉
ouwx	烂货
ouwy	熌
ouxx	糍
ouxt	焍
ouyb	烂熟
ouye	㲫
ouyo	䴆
ouyu	菐
ouyy	燘
ovty	数
ovhk	唐
ovaf	燖
ovah	康熙
ovai	数落
ovaq	廐
ovat	庸医
ovbb	娄子
ovcl	数以
ovdc	数码
ovdj	数百
ovdm	数页
ovdv	庸碌
ovdw	康泰
oveh	庸
oveb	鄘
ovee	数月 㣑
ovej	数独
oveo	鷛
ovf	娄
ovfa	数载
ovff	磨刀霍霍
ovfg	数十
ovfh	粋
ovfj	唐朝 熽 䊥
ovfp	数过
ovft	庸才
ovg	籹
ovgd	数天
ovge	数表
ovgj	数理
ovgk	㡽
ovgp	煡 䊕
ovgq	数万 数列
ovhb	鄌
ovhe	㲥
ovhh	数目
ovhl	燼
ovhm	数制
ovho	鶶
ovhy	㼺
ovii	康
ovi	㡾
ovia	磨刀不误砍柴工
ovip	数学
ovis	唐河
oviw	㱂
oviy	粶
ovjg	数量
ovjj	数日
ovkg	炤
ovkw	数只
ovky	廱
ovlg	数国
ovlm	数轴
ovln	爉
ovmc	廄
ovmm	唐山
ovof	康庄
ovoq	娄底
ovov	数数
ovpy	煺
ovpb	数字
ovpg	数家
ovph	㷌
ovps	唐宋
ovpt	数额
ovpw	唐突
ovqa	数错
ovqg	数钱
ovqi	康乐
ovqk	数名
ovrn	数据
ovrp	数控
ovst	康桥
ovt	灱
ovtf	数千
ovti	数秒
ovtj	康复
ovtk	数种
ovtl	数年
ovuf	唐装
ovuq	数次
ovvt	数九
ovwi	庚
ovwa	唐代
ovwd	数伏
ovwf	数值
ovwg	鹒
ovwh	数个
ovwm	赓 賡
ovwn	数亿
ovwo	鶊
ovwu	唐僧 数位
ovwv	康健
ovww	庸俗 庸人
ovxe	数组
ovxw	精妙绝伦
ovyf	唐诗
ovyn	数词
ovyu	数说
ovyw	数论
ovyy	籾
owwg	鹰 䊱
owfi	府
owai	座落
owbn	炝
owbh	遮人耳目
owci	为丛驱雀
owcn	焧
owcs	庺
owcy	炂
owdc	煅
owdd	座套
owdg	鹰犬
owdy	粉碎
oweb	腐乳
owef	类人猿
owej	㢏
owek	座驾
owen	粉肠
owes	粉彩
owfw	腐
owfc	烩
owfd	府城
owff	粉墙
owfo	焤
owfq	廃
owgg	烇
owgq	腐殖
owgs	粉末
owgu	燈
owhc	粉皮
owhh	府上
owhm	唐伯虎
owi	庂
owif	粉尘
owir	鹰派
owis	鹰潭
owja	粉蝶
owjg	为人师表
owjh	炌
owjk	庎
owka	爚
owkf	腐叶
owkg	座号 烚 粭
owkn	熻
owkr	断代史
owkw	㢛 㷿
owlf	粉墨
owlj	廥 燴 糩
owma	㷍
owmt	腐败
owmw	府内
ownd	糇
ownm	粉刷
ownn	腐尸
owok	焓
owoa	煅烧
owon	焾
owoq	粉底
owou	腐烂
owov	庈
owpi	㡵
owpu	迷你裙
owpy	为今之计 炩
owqa	府邸
owqc	粉色
owqk	座钟 炝锅
owqn	腐蚀 粉饰
owqq	㢋
owrh	粉扑 为人所不齿 鹰爪
owrr	粉白
owrv	座垫
owsi	庥 庩
owsd	座椅
owsg	腐朽
owsm	座机 粉刺
owsy	烌
owtc	为什么
owte	粉笔 座舱
owtg	腐生
owth	腐臭 腐竹
owtr	迷途知反 迷途知返 庸人自扰
owts	粉条
owtv	应付自如
owtx	府第
owud	粉状
owue	座前
owuq	座次
owuv	粉妆
owvt	粉 府尹
owvn	㥹
owvs	粉嫩
owvv	腐女
owwf	座
owwa	粉黛
owwe	膺
owwk	粉盒 噟 焀
owwn	應
owwo	鷹
owwp	粉领
owwu	座位
owwv	为人作嫁
owwx	腐化
owwy	鹰隼 譍 䧹
owxf	烨
owxa	粉红
owxb	炛
owxc	廢
owxx	粉丝
owyo	燋 座谈
owyb	腐熟 㷪
owyd	㢈
owyf	㢑
owyg	焳 䊒
owyj	粉剂
owyk	熗
oxxv	鹿 庇 䴧
oxxo	麋 麃
oxab	鹿茸 庇荫
oxdm	庼 廎
oxet	㶭
oxhc	鹿皮
oxhh	粌
oxhk	鏖战
oxim	纇 颣
oxix	灯红酒绿
oxjh	炥
oxjm	䊧
oxkj	糨
oxod	糨糊
oxox	麒麟
oxqc	粉红色
oxqe	鹿角
oxry	庇护
oxsk	摩纳哥
oxtd	彂
oxtj	麝香
oxts	粗线条
oxty	㢕
oxuu	糑
oxv	庀
oxwd	庇佑
oxxb	鄜 麛
oxxc	麚
oxxd	麌 䴠
oxxe	麎
oxxf	麝 塵 麡 䴣
oxxg	麈 麆 麠 䴤
oxxi	麖 䴨 䴩 䴪
oxxj	麘 麞
oxxk	麔 麍 麏 麐 麙 麢 䴥
oxxl	麟
oxxm	麂
oxxn	粃 麅
oxxp	䴫
oxxq	鏖 麑
oxxr	煯
oxxs	麜 䴢
oxxt	麇 麕 麣
oxxw	麒
oxxx	麀 麤
oxxy	㼾 䴟 䴦
oxyx	广结良缘
oygt	广
oyvy	粮 烺
oyag	米芾
oyai	广东
oyaj	粮草
oyak	煽惑
oyam	米黄
oyap	为荣
oyay	粮荒
oybb	廓 炉子
oybf	广陵
oybg	焞
oybt	燉
oyce	焴
oyck	炉台
oycw	为难
oyd	㢇
oydd	广大
oydl	米面
oydo	炉灰
oydw	为期
oydx	炫龙
oyei	炉膛 庡
oyek	广告
oyep	广受 为爱
oyes	炫彩
oyex	米脂
oyfa	广域
oyfc	煽动
oyfh	煽起
oyfi	炫示
oyfj	䊰
oyfn	广场
oyfq	广元
oyfs	广博
oyfy	廊坊
oygg	炷
oygd	魔高一尺，道高一丈 魔高一丈
oygm	炫丽
oygn	魔高一尺
oyhh	炫目
oyhj	炕桌
oyhn	炉鼎
oyhw	炉具 为盼
oyhy	炞
oyia	广漠
oyid	广源
oyig	廓清
oyij	炉温
oyik	广州
oyim	粮油
oyin	米汤
oyiq	炫耀
oyis	米酒
oyit	广泛
oyjf	㸄
oyjg	为题
oyjh	米虫
oyjn	广电
oyjt	为鉴
oyke	爙
oykk	为患
oykw	为啥
oyli	廪 燷
oyll	粮田
oyls	为辅
oylt	废话连篇 廩 燣
oylw	为界
oylx	精诚团结
oymn	炕 粇
oymf	㸀
oymk	熇
oymm	庐山
oyms	燺
oynt	炉 粐
oyna	煸 糄
oync	熩
oyne	庐
oyng	煽情
oynh	广收
oynn	煽
oynw	烗
oyny	米尺
oyoa	广度
oyod	㷜
oyof	炉灶
oyoh	粮店
oyol	粮库
oyoo	炉火
oyou	米粒
oyov	为数
oyow	米粉
oyox	糖衣炮弹
oyoy	广为
oype	粮农
oypg	炫富
oypm	煷
oyps	㷚
oypv	广安
oyqc	米色
oyqe	广角
oyqi	米尔
oyqm	广岛
oyqn	米饭 粮饷
oyrc	㷰
oyrg	精诚所至，金石为开
oyrl	摩肩接踵
oyrr	米白
oyrt	广播
oysf	粮票
oysg	广西 米醋 炫酷
oysq	廊檐
oysr	粮棉
oyst	廊桥
oytg	为重 为生 米行
oyud	炕头
oyuh	粮站
oyui	广阔
oyuj	广韵
oyum	粮商
oyur	广交
oyut	粮道
oyuu	为善
oyuw	为准
oyvb	廊
oyvi	㢃
oywb	粮仓 米仓
oywf	粹 焠
oywg	为例
oyws	为何
oywu	为伴
oyww	粮价 米价
oywy	粮食 焲
oyxy	炫
oyxg	米线
oyxm	为纲 广纳
oyxo	米粥
oyy	炆
oyyc	广袤
oyyr	广义
pgeu	家
ppp	之
pudu	实
puhc	被
pawm	赛 賽
pawf	塞 寒舍
paad	寒苦
paah	寒邪
paai	空荡荡
paam	密匝匝
paar	赛区
paay	寒芒
pabb	寨子 塞子
pabm	赛出
pabv	宽限
pack	祝英台
pacn	赛马
padc	寒碜
padd	宽大
padj	宽厚
padw	赛期
paep	宽边
paet	寒毛
paev	寒腿
pafb	赛地
pafg	寒士
pafh	视若无睹
pafj	塞进
pafl	寒露
pafn	赛场
pafo	宽赦
pafs	寒霜
paga	寒武
pagc	塞到
pagd	寒天
pagk	赛事 宽带 寒带
pago	宽严
pahh	宦 塞上 宧
pahi	宽频
pahk	寒战 赛点
pahm	赛制
pahq	寛
pahy	寬
paia	塞满
paif	寒潮
paij	寒湿
paim	宽敞
paiq	寒光
pais	寒潭
pait	宽泛
paiy	寒流 宦游
pajd	寞
pajf	寒暑 㝜
pajh	宽畅 冪
pajj	寥若晨星
pajp	寒暄
pajt	寒星
paju	寒蝉
paks	寒噤
palg	赛车 塞车
palq	赛跑
pamq	宽
pamf	㝤
pamh	宽幅
pamm	寒山
pamr	寒风
panf	宽慰
panu	宽屏
pany	寒心 宽心
paoa	宽度
paol	寒烟
paos	宝莲灯
paoy	宽广
papd	宽宏 宽宥
papn	宦官
papu	宽裕
papw	宽容 寒窗 宽窄
paqe	宽解
paqh	塞外
paqr	寒铁
parg	赛后
parn	寒气 赛扬
parp	安营扎寨
parv	寒热
parw	神工鬼斧
pasg	寒酸
past	寒梅
pasw	宽松
patb	赛季
pate	赛艇
patf	宽待
patj	塞得
patk	赛程
patm	寒微
pato	寒秋
patu	寒冬
paue	赛前
paui	宽阔 寒冰
pauj	寒意
pauk	赛况
paum	农工商
paut	赛道
pauw	寒冷
paux	塞北
pauy	寒门
pavk	宽恕
pawu	寒
pawb	寋
pawc	骞
pawd	赛段
pawe	褰
pawh	䞿
pawj	䗙
pawl	蹇
pawn	寒假 㥶
pawo	騫 鶱
pawr	搴
paws	寨 宽余
pawx	弿
pawy	謇 塞住 寒食
paxh	宽绰
paxw	塞给 宽纵
paye	寒衣 宽衣
payg	寨主
payl	寒颤
payn	宽肩
payw	寒夜
payy	赛文
pbf	字
pbab	字节
pbaj	字幕
pbao	初出茅庐
pbcu	冣 㝡
pbdc	字码
pbdl	字面
pbfc	豁出去
pbfq	字元
pbga	字形 字型
pbge	字表
pbgl	字画
pbhi	字频
pbhv	字眼
pbia	字汇
pbid	字源
pbj	㝋
pbkg	字号
pbkk	字串
pbla	字距
pbma	字典
pbmc	㝮
pbmh	字帖
pbnn	字书
pbol	字库
pbov	字数
pbqk	字句
pbqt	字儿
pbrg	空降兵
pbri	神出鬼没
pbrn	字据
pbsa	字模
pbsu	字样
pbsv	字根
pbta	字长
pbtg	㝫
pbts	字条
pbtw	字符
pbuj	字音
pbup	字旁
pbwd	字段
pbws	字体
pbwy	字集
pbxn	字母
pbxq	字纸
pbyn	字词
pbyo	字迹 字谜
pbyr	字义
pbyw	客随主便
pcfn	赛马场
pcie	牢骚满腹
pcod	神通广大
pcoy	窃以为
pcpg	实验室
pcpw	空对空
pctl	宝马香车
pctw	宽以待人
pcu	㝊
pcum	宻
pdhk	害 豁
pdev	寡
pdah	豁牙
pdaj	割草
pdbb	豁子
pdbm	寄出
pdbn	害了
pdbw	割除
pdcu	宏
pdcj	寄予
pdcm	宏观
pdcn	翝
pdcq	寡欢
pdcw	福慧双修
pddd	宏大
pddh	寄存
pddl	究其原因
pddo	豁达大度
pddp	豁达
pddr	宏愿
pddw	福布斯
pdef	宥
pdeh	宠用
pdek	害臊
pdep	宠爱 割爱
pdey	割脉
pdf	宕 㝒
pdfb	宅基地 割地
pdfc	割去
pdfe	宸
pdfg	宠坏
pdfn	寄卖
pdfq	宏远
pdfu	宠幸
pdga	割开
pdgc	寄到
pdgf	寄于
pdgh	割下
pdgo	寄来
pdgq	害死 割裂
pdgt	割麦
pdgv	寡妻
pdhj	割
pdhc	㪡 㲅
pdhd	㝣
pdhh	寄上
pdhn	憲
pdho	鶷
pdhq	宠物
pdhv	害眼
pdhw	㝬
pdia	富春江
pdil	安邦治国
pdim	视而不见
pdin	宠辱不惊
pdio	寡淡
pdit	宁夏省
pdiu	视而不见，听而不闻
pdix	宠溺
pdjh	害虫
pdkh	豁嘴
pdkk	豁口
pdla	宁夏回族自治区
pdlk	寄回
pdls	寕
pdlt	宏图
pdly	宁夏回族
pdmn	神龙见首不见尾
pdmw	割肉
pdnb	宬
pdnd	寄居 寡居
pdng	寄情
pdnr	害怕
pdnt	突破性
pdnx	宠惯
pdog	宏业
pdon	割断
pdpj	寄寓
pdpl	安邦定国
pdpw	寄宿
pdpy	割礼
pdqd	豁然
pdqg	寄钱 害鸟
pdqk	豁免
pdqs	字斟句酌
pdqt	宠儿
pdrh	割掉
pdrn	割据 宏扬
pdrt	寄托
pdru	割接
pdsk	寄
pdsi	究其根源
pdsm	宕机
pdsw	穷奢极欲
pdte	割稻
pdtg	寄生
pdth	害处
pdtj	害得
pdtm	寄身
pdty	寄往
pdui	寮
pdu	宊
pdud	寡头 寄送
pdug	害病
pdun	害羞
pdut	穷原竟委
pduy	寄养
pdvn	宠妃
pdvv	寡妇
pdwf	宏伟 割舍
pdwh	寄件
pdwu	実
pdww	害人 寡人 寡欲
pdwy	寄信 家破人亡 宠信 寄售
pdxy	宠
pdxg	割线
pdxj	宏旨
pdxn	寡母
pdxw	寄给
pdyc	割弃
pdyg	寄语 寄主
pdyh	割让
pdyn	寄望
pdyp	宏亮 豁亮
pdyr	割离
pdyt	寄放
pdyw	宏论
pdyy	寡言
pei	农
pegf	宜 宜于 冝
peaa	农工
peaj	窝边草
pean	农艺
peax	农药
peb	宒
pecc	农桑
pedd	农大
pede	农历
pedi	农耕
pedw	宜春
peea	农膜
peeh	农用
pef	肎
pefc	农运
pefe	农协 袒胸露乳
pefn	农场
pefu	袒胸露背
pefw	农夫
pegg	窥豹一斑
pegh	宪政
pegk	农事
peht	农牧
pehw	农具
peif	宪法
peip	农学
peir	实力派
peit	农活
peiw	宜兴
pejf	农时
pejj	宜昌
pekt	宜川
pelg	农用车
pell	农田
pena	农民
pend	宜居
penr	神采飞扬
peny	农忙
peof	农庄
peog	农业
pepg	农家
pepp	牢狱之灾
pepr	宜宾
peqb	宪
peqo	寫 冩
peqy	农贸
perg	宪兵
pesf	农村
pesm	农机
pess	农林
pesu	寀
petf	寒毛乍起
petg	农行
peto	寪
petu	农科
petv	农委
peuj	宪章
peuq	农资
peus	农闲
peut	农产
pevc	农奴
pevf	农垦
pevv	农妇
pewa	农贷
pewf	农舍
peww	宜人
peyn	农户
peyu	农谚
peyy	神采奕奕
pfu	守
pfqf	冠
pfaa	完工
pfab	守节
pfaf	祸起萧墙
pfar	宗匠
pfbg	守卫
