auui	以
bfyc	阵亡
pyxp	生产关系
pyne	生产国
flql	排外
pycl	生产力 生產力
pyya	生产率 生產率
pyac	生产能力 生產能力
cqeg	绝顶
jdnq	超常
zfdh	汇展 戻
pycg	生产线 等高线
kruu	愚人
pphs	生长期
pvyc	生儿育女
zhsw	满腔 滿腔
pzdt	生活费 生活費
ymwj	端庄
czpo	编造
pims	生机盎然 生機盎然
piee	生机勃勃 生機勃勃
iqdp	橡皮 檞 麵皮 麪皮
roci	积习
zfqp	头饰
pxjq	生米煮成熟饭
pucl	生命力
wcjb	礼教 實地
pucg	生命线
fgqy	咸鱼
pghx	生石灰
uuxn	人烟
ppku	生物界
fdpf	大年
ppgo	生物武器
pppa	生物系
ppzq	生物学
fdtk	大修 择偶 拉皮條
pppo	生物制品 生物製品
fdyp	大旗
jqff	声名大振 聲名大振
srkw	胜利果实 勝利果實
xvoj	火器
srhy	胜利在望 勝利在望
srjk	胜利者 勝利者
cpix	绳锯木断
hehj	甘苦 聽著
czaz	绳之以法
cyca	省部级
ccrc	省纪委
crrc	省科委
wber	字表
ceix	省直机关
dzha	圣诞节
extv	西化
fxwx	盛况空前
fujs	盛情款待
ruyo	剩余产品
ruhe	剩余劳动
tvsm	低微 化膿
dniw	尸骨未寒 屍骨未寒
jvfy	克拉
dtel	尸位素餐
pmac	失败乃成功之母 血緣
pgps	失而复得
phfg	失落感
gjzc	奉为
kkex	昌平
khzi	师范学校
gfhb	武艺
zmls	门上
tgxj	便装 優美
eefs	十二指肠 十二指腸
vsmu	食肉 狗肉
eyep	十六进制
epck	十年如一日
zefb	清扫 清掃
epii	十年树木 十年樹木
byze	陪酒 防潮
eshu	十月革命 青蔥
eztr	十之八九
tpix	什么样
gwwj	石家庄
gvhr	石蕊
hsje	期考 虅
xgie	凑巧
ktfg	时代感 時代感
efxs	裁剪
kxkc	时断时续
robt	乱飞
kbgq	时隔不久 時隔不久
yiqf	新军 新風
kzer	时间表
kzxi	时间差
kyer	时刻表 時刻表
iafp	极致
hzkv	落日
kxkf	时冷时热
kbke	时隐时现 時隱時現
kfuk	时至今日 時至今日
txuu	僧人
zkvi	识时务者为俊杰 油彩
fyjz	撤走 擿 接連
nrfl	睡到
fnjd	撑起 撐起
wbls	实际上 實際上
uuuy	懊恼
lnlw	螳螂
czls	边上
wwhh	实实在在 實實在在
jucv	士女
cxoe	小号 小數 小號
egfg	干戈 干擾
gbkb	不畅
wsww	实用主义
wrls	实质上 實質上
ivik	木棍
asjm	水坝
wrup	实质性 實質性
welx	主业 主業
vogc	食品厂
voil	食品工业 食品工業
exwg	平定
dfvc	民乐
tyjg	仿古
ngpk	光复
mgwt	同义 還應
cbgi	始建于
htit	世代相传 世代相傳
hcim	世纪末
tdzm	佛门
tken	伸直
ocfk	别提
hkvn	世界各国 世界各國
hkdm	世界观
hkqq	世界冠军 世界冠軍
hkcb	世界纪录
hkup	世界性
nstu	削价
hqiz	世外桃源
eqeq	勃勃
ggqt	歪风
yjtv	市场化 市場化
ciiv	红木 红桃 㛦
yjcz	市场经济
yaps	畜生 孿生
rntu	租价
ypzx	族谱
ygwt	市政府
zerx	清心
yorx	市中心
hqxg	劳烦
fhft	示范区
jowk	喜宴
zdet	涌进
zxio	滋事 洋樓
fynv	示意图
igwd	事不宜迟 事不宜遲
xnqd	着色
ixud	事关全局
ixpf	事关重大
kbsd	邮包
kgts	量身
iwls	事实上 事實上
ivrr	事务所
iegf	事与愿违
iavc	极乐
mlzg	罪证
fgef	势不可挡 堅不可摧
hzcv	落发 甘之如飴
fmfr	摧折
zyzt	漳州
wkzo	审问
wmvd	视同儿戏
fhef	撕票 搭载 搭載
zker	课表
zvgv	试金石
cvww	发廊 小儿麻痹症
kgkg	是不是
klii	是非功过
ktpa	是什么
ityo	攀高
czbr	边陲
rshr	适得其反
regl	适可而止
rpdo	适销对路
fgmt	誓不罢休 誓不罷休
cxpq	小气
amtu	收购价
gbte	不仁
abiq	收录机
ayhs	收效甚微
gfho	天职
asps	水生
ayiq	收音机
aees	收支平衡
wewv	主客
aapy	出镜 出籠 㡮
rilx	手工业 种植业 手工業 種植業
rihb	手工艺
riho	手工艺品 手工藝品
riao	手术台
rfsd	手提包 程式包
rffi	手提式 手到擒來
pjjd	失声 失聲
ymet	市井
rjvu	手下留情
xaxw	冰糖
wiro	守敌
wbvi	字条
xcfi	首发式
zgzl	污浊
xfwd	判官
jrjh	志趣
hqwi	其害
xlpf	首战告捷
hqjy	其境
sjwc	周礼
vwjk	受害者
vxfz	受益匪浅 受益匪淺 鎹
vzhu	受之有愧
trsv	售后服务
ttom	售货员
vahd	迎娶
bask	既得
zhpq	泄气
cizp	红海
scuz	胁迫
uuss	舒舒服服 含情脉脉 慢慢腾腾 含情脈脈 慢慢騰騰
tmhe	侧耳
zecu	清缴 沍 汚
fzpw	输油管
yzbf	这阵
pgvl	短处
cqtr	绝版
irsv	束手待毙
hnxf	菌类
cggb	恕不奉陪
cgfs	恕不接待
vqzx	爱说
cpey	恕我直言
kdct	照办
hkzc	聘为 黄沙
xfwf	数据库
zjel	诗刊
zqrr	诡秘
kdyl	电站
sbls	腿上
xarz	数以千计
xagz	数以万计 数以百计
xkhr	数易其稿
xcfk	数轴
zeor	请听
zuzy	激流
fozf	摔跟头
mjzp	默许
dssa	双胞胎
hztp	薄片
itea	松动
diap	双丰收
dxzg	双关语
zefa	读报
dfpm	双轨制 民衆
uyop	惊呼
dmcg	双曲线
dsel	双月刊
dhig	双职工 弽
rqrx	千秋 称心
ovyn	口音
aeey	水玻璃
ayoo	水产品 水產品 織品
gbwo	不衰
gdqd	五色
akyl	水电站
rscu	手绘
acck	水力发电
arir	水利工程
arge	水利厅
abbx	水灵灵
qleg	外环
fekg	打量
aegm	水平面
igtr	本息
albi	水上飞机 水上飛機
ajtf	水土保持
ajzp	水土流失
ubas	白水 㥆
ueen	全真 全責
azzr	水污染 水汙染
rxef	税票 心裁
rvdb	税务局
tzgj	顺流而下 順流而下
thts	顺其自然 順其自然
hshq	有劳
nzbf	瞬间即逝
zgze	说不清 污渍 汙漬 污漬
tptd	作假
zgxt	说不准
zpxp	说长道短
oiir	呆板
zfwv	说到底 头疼
iphd	攻取
ijos	杜鹃 杜鵑
zscl	说服力
zkbb	说明书 证明书
zzzr	说闲话
woue	哀恸
qbsk	急得
cczo	丝绸之路
bzyo	司法部 建设部
rkro	香甜
bzix	司法机关
bzid	司法权
wglx	家业 家業 䆙
buyo	司令部 陰部
nfse	恩德
bvpc	司务长
wpoo	疾患
raug	私拿
cvtf	纸袋
rztn	私设公堂
bvjw	陛下
rhcz	私营经济
amdr	马尾
krzh	思谋
tyiq	停机
nexy	国粹
whvc	庶务
kiwg	思想家
cigf	习武
lwfy	蛀牙
kils	思想上
fqxj	挥拳 换装 揮拳
kitp	思想体系
kiup	思想性
zkof	间距
kdtg	照例
hfii	斯大林
hjuh	斯堪的纳维亚 著慌
eajz	运走
hkxl	斯里兰卡
gdzf	死对头 破滅
tbzd	鼻梁
iflo	标点
gjmg	死胡同 奉還
gyya	死亡率
zukv	激昂
grjj	死心塌地
ncgh	四边形
nvfz	四处奔波
ntcp	四川省
nuet	四个现代化
hcup	药性
nubw	四合院
ydem	变现 䛝
nugv	四舍五入
nihm	四项基本原则
tulu	似懂非懂
wtwb	宋体字 痽
xzoj	送话器
xtlz	送货上门
xfxh	送煤
hcja	苏维埃
ivxz	木料
xxtf	塑料袋
eloe	刊号 刊號
iciz	功过
xfts	半身
aohx	台联
ezzv	酸溜溜
fewv	打底
bvem	随处可见
bobf	随叫随到 隨叫隨到
ktds	田鸡
btfh	随身携带 隨身攜帶
bbtt	随随便便 隨隨便便
bsuo	随行人员 隨行人員
bzgg	随之而来 辽远
vgig	印本
bxzm	隧洞
buwi	孙悟空 除害 孫悟空
uodi	向导
bbtz	孙子兵法 孫子兵法
pfzx	年谱
pfxf	年关
rfzv	所到之处
rhid	所有权 私有权
zbok	池中 決戰
eake	索马里 晉
xuqt	冷风
jhwj	塔斯社
rldf	利民
wbpi	良策
ooww	踏踏实实 踏踏實實 嚴嚴實實
gxmq	来岁
axym	台北市
aoks	台盟
aoeg	台球
vvgv	金石
azcp	台湾省
wvti	客体
fixj	太极拳 太極拳
eupj	珍重 平白無故
fbkz	太阳电池
fbng	太阳光 盛開 太陽光
fbas	太阳能 捸 太陽能
wyti	宰杀 宰殺 䘨 䙰
gmge	泰山压顶 泰山壓頂 硸
enpo	真知
ufgu	贪大求全 貪大求全 仺
wkjr	神志
tzfr	偏执
uzvb	贪污犯 貪汙犯 貪污犯
uzvm	贪污受贿
xqju	将士
juuw	坦白从宽
oiow	喇嘛
jzis	坦诚相待
fapn	报销
gtps	碳化物
gcct	碳纤维
iaid	极权
harg	节后
xwxd	糖衣炮弹 精神煥發 糖衣炮彈
izrs	过手
ldnf	螳臂当车
fssd	掏腰包 奟
fnxk	韬光养晦
vgiz	逃不过
zazd	渗漏 滲漏
cjyv	绪言
pmxu	制冷 製冷
zicx	讨嫌
epta	酷似
lvup	雌性
jxps	增生
pokg	特别是 特別是
cffb	练成
poec	特别要 特別要
mpoe	账号
pomv	靠山
xezx	灯谜
jdzi	声讨
pzom	特派员
emze	献计
ljea	蠕动
pgup	特殊性
ppir	铁板
jong	露骨 靈光
pyhc	特效药
jwqt	下风
swgj	腾空而起 騰空而起
fdwt	大义
fyhu	提高警惕
tdrc	分秒
rsfg	手感
tche	体力劳动
typx	体育锻炼
tyku	体育界
tyee	体育运动
tpdh	体制改革
guug	天从人愿 一會
zcoh	沙哑
gzym	天津市 武汉市 武漢市
gpbf	天气预报
vqgh	受刑
rbwd	季初
fsld	抱紧
gkjr	天时地利 天时地利人和 天時地利 天時地利人和
leug	歧途
gyao	天文台
zjev	法王
gyzq	天文学
geco	天无绝人之路
gjfi	天下大事
wdvb	初犯 痆 㾱
gjzt	天下为公 泰州 秦淮
gpjz	天造地设
incv	相纸
zcyt	添加剂
zgro	添乱 语种
kzpe	田间管理
ksee	田径运动
ivci	桃红
pqpm	气血
rehy	甜酸苦辣 積蓄
zphg	海燕 海葬 海帶 海難
wgqg	病危
wbnq	祠堂
gikd	耗电 殭
jewy	填平补齐 填平補齊
fjlr	挂虑
yzzf	这头
vtrt	条件反射
bfpf	陈年
vtjw	条件下
xkgm	单面
lrjo	悲喜
vgga	条形码
jdbp	超群 超羣
pqgw	铁饭碗
jexz	填料 輔料
xtju	道士 首輪
jykz	境遇 墇 較早
ohts	听其自然
euew	碧玉
roid	种树
phcv	舞女
zxgh	说开
yopq	豪气
thvh	停薪留职 停薪留職
bujw	坠下
vjzf	猪头
dtss	通货膨胀 通貨膨脹
mjzu	默认
dcut	通力合作
hqbf	营建
kpib	归根
dtti	通信兵
dtmt	通信网
zges	沥青 瀝青
dtom	通信员
grgx	歼灭
dzba	通讯录
dzwj	通讯社
dzak	通讯卫星
dsup	通用性
dpxk	通知单
dpbb	通知书
mime	同工同酬 買櫝還珠
midm	同工异曲
gdvi	五彩
mtts	同化作用
cpcb	少妇 少婦
xftd	半分
mkue	同盟会
mkqf	同盟军
iwfw	未按 㭽
mcue	同乡会
mslx	同行业 同行業
muyr	同性恋
mjtz	同志们
ophj	吃苦 吃著
cyms	统购
czer	统计表
gvzr	死活
exlf	西非
czdb	统计局
tpeh	作弄
kewx	旱灾
ylhz	刻薄
cglc	统一战线
clyo	统战部
falw	捅马蜂窝
wpwi	痛失良机 痛失良機
enya	直率
zmrg	门后
xsyt	前夜 凋謝
tgfk	偷天换日 偷天換日
whkg	度量 庴 庿
rglf	后辈
hmdw	英尺
qtnm	风尚
zknn	头晕目眩
wphj	疾苦
fxom	投递员
fhhf	匿藏
fejg	投井下石
wrwz	密实
fqxf	投送
mpxv	败北
fxwv	投资额 投資額
iiyw	梵文
zqyr	深意
fxjk	投资者 投資者
rkwh	透明度
rwnv	透视图
ykqy	章鱼
krpy	凸透镜
qyqh	鱼饵
fkzj	提法
wcup	突发性 神经性
wfrs	突击手
zevb	评比
wdhr	突尼斯
wgov	突破口 㕻
tpug	伤愈 傷愈
wszk	突然间
nvfs	图示
nbqw	图书馆
xnuv	烟囱
nyxh	图文并茂 圖文並茂
shei	徒劳无功 行若无事 腜
cwlp	综览
shex	徒劳无益
hdhz	聚落 有勇有谋
iinb	慧眼 槓
jjdh	土地改革
hgbz	燕子 帶子
zhgm	谋面
juyx	土皇帝
ksbz	鸭子
jkjp	土里土气
jjea	土霉素 墵
wbxj	疗养 字義
jiir	土木工程
skbz	胆子 腸子 㝁
jvjg	土坯
suci	脸红
hsik	警棍
fzcv	护发
ahbv	骤降
jzcu	土洋结合
cvhj	女鞋
ipbh	才敢
nyrc	团市委 團市委
ntfo	团体操
ncco	团组织 党组织 懸架
sozj	句法
ubhv	白菜
nvxf	目送
btvv	退休金
cbdo	好强
gokg	吞吐量 副题 副題
jvfi	老挝 老式
fpjp	托故
ffhr	托拉斯
tzfw	自控
teps	何物
wpvz	牢狱
mvuc	见惯
bywt	防腐
sxxy	脱粒
stfw	脱贫致富 脫貧致富
nmbb	尚书
fdzs	披肩
ksck	明细
hwzy	瓦房
gzfx	歪门邪道 开门揖盗
zpsx	洗脱
gguu	歪歪斜斜
hcge	甚而
cing	红光
kper	师表
ivzg	桃源
ueot	情史 與 䧾
gane	救国
yppc	族长
qyyo	外交部
tvfu	货轮 仰臥 佭
fqfr	软垫
qfno	外接圆 外接圓
orya	唾弃 唾棄
qdoe	外强中干 外強中乾
gkcv	画纸
pgdj	短剧
qdmh	外引内联 外引內聯
qzpa	外语系
kdas	电能
qxul	外资企业 外資企業
juwh	零度
qwtt	外祖父 風塵僕僕
ggyj	顽童 研讀 頑童
ccbx	纨绔子弟
zdzq	汉学
wcef	完好无损 废票
jxss	增删
wxep	完美无缺
xoet	冲进
dfsa	戏服 屋後
wiep	完整无缺
mset	购进
wiup	完整性
kptg	归顺
feao	转台
ddsi	双膝
kqrv	晚稻
zqpr	讥笑
kqya	晚育
cyzc	婉言谢绝
gref	万般无奈
eepj	二等
gygw	万变不离其宗
ghpm	万花筒 礷
gwxx	万家灯火
guth	万念俱灰
guzp	万全之策
gitv	万事俱备 䎫
gicy	万事如意
fdph	大错
ewet	王府井
etoy	王公贵族 王公貴族
tagc	公历
rdoo	反串
extd	平分
ygbl	忘不了 誱
tilo	休战
xaec	冰毒
yqfw	望风披靡 望風披靡 㪱
yhix	望其项背 望其項背
qwup	危害性
qifg	危机感 危機感
qbhs	危险期 雏菊 危險期
ftfj	威信扫地 威信掃地
gasp	求胜
rqzf	秃头 船头
sveo	微处理器
sksy	微电脑
uukg	怕是
fkfy	抽搐
sdhk	微观世界
msmy	巍然屹立
fveg	指环
gmaw	殃及
zxuu	洋人
zltt	为虎作伥
zdbw	为民除害
qfsa	军服
zudf	为人民
rkxl	香烛 香爐
zudv	为人民服务
zuke	为人师表
zurp	为人所知
iyek	梳理
zuge	为人正直
wgzg	病源
mdlz	岂止
uuqf	从军
zzgf	为之一振
xkfv	单指 单挑
fcic	韦编三绝
nfgr	围歼
syjw	腋下
nrgj	围魏救赵 圍魏救趙
dtrx	费心 費心
fzrw	违法必究
etas	进水
fzsz	违法行为
qscs	解约
ucgi	惯于
fioo	违禁品
pwcg	管线
fdiw	撰述
opyz	唯物辩证法 唯物辯證法
opzu	唯物论
zfdr	头尾
opww	唯物主义
egfs	环抱
orww	唯心主义
pyyi	簇新 知識產權
xhjv	粪土
cpea	维生素
fepm	转制 辅币
cgqc	维吾尔
wpue	痴情 審慎
cbcm	维也纳
ppxj	铁拳 延年益壽
rmef	委内瑞拉 委內瑞拉
ropc	委员长
roue	委员会
jwti	下体
rotz	委员们
apbw	卫生防疫 卫生院
apzk	卫生间
cxfa	小报
apdb	卫生局
aprr	卫生所
rxxg	心烦 心煩
apge	卫生厅
apom	卫生员
vbtp	比作
xvgv	火石
apyl	卫生站
agfw	卫戍
gliv	正楷
psbl	生疏
afft	卫戍区
ulpw	企管
akdt	卫星通信
pvjd	先声 先聲
inge	未尝不可 未嘗不可
ifpf	未成年
htjg	共需
cbzd	好汉
iceb	未婚妻
coht	如花
idiw	未尽事宜 权术
pmsv	血脂
crxe	妖精
kzwb	胃溃疡
dzkd	慰问电
dzoo	慰问品
rokv	和暖
zkcg	温暖如春 灝 溫暖如春
yznw	文房四宝 文房四寶
yini	文工团
zjio	法事
sgwg	肺病 徑賽
jjvg	封印
ytwo	文化宫 文化宮 㖱
ytqw	文化馆
ytha	文化节
ytdb	文化局
tkpi	修筑 修築
ogon	哽咽
ythi	文化艺术
yzfa	文汇报 高头大马
ytjx	文件夹
fqpg	挣钱
vify	采摘
ychu	文如其人
vezx	猜谜
tdmg	贫贱
yzto	文学作品
yhpz	文艺复兴
jjwl	替补 專賣店
yhku	文艺界 文藝界
cvll	发卡
zqdq	闻名遐迩
zqgh	闻名于世
iqoe	枫叶
gbvv	万金
fbwp	违宪
rwup	稳定性 适应性 穩定性
fiid	夺权 㚞
zduu	汉人
rqzt	称谢
sysn	膀胱
tofx	瓮中捉鳖
woxv	窝火
dtbz	难买
efju	飘零 騎士 飄零
zkrk	沃野千里
flfc	卧车 划拨
fwgj	卧床不起 拂袖而去 按压 拍案而起 臥床不起
vrxf	入关
sjxe	乌克兰
jwfy	下拉
jwse	下肢 下腰
sqiy	乌鲁木齐
scmk	乌纱帽
sfib	乌托邦
rqhw	千瓦
phzk	升温
eizi	无本之木
svim	月末
ergj	无敌于天下
ewzm	无底洞
eegw	无动于衷
asjq	水壶 以德報怨 水壺
tfzs	代沟
aaku	出界
eqiz	无风三尺浪 熬过
ecpp	无缝钢管
kjhj	甲基
ewgf	无官一身轻
ehki	无花果
eisx	无机肥料
ytzw	交谊
eitz	无机化学
tavb	凶猛 凶狠 凶犯 兇猛 兇狠 兇犯
ezqe	无记名投票
jbex	地平
ecsb	无纪律
eeya	无可辩驳
cbec	好要
eegp	无可奉告
eegh	无可救药
eeqy	无可争辩
eehz	无理取闹
gvqs	死角
eren	无利可图 表現
gkmq	百岁
eqzl	无名之辈
qdzx	色谱
eqfv	无名指
ehsg	无期徒刑
sxwc	行礼
eigb	无巧不成书
ewfd	无穷大
ncfg	助威
ewcx	无穷小
raxj	秀美
ioym	事端 樓市
erge	无私奉献
wdho	官职
erga	无所不能
erfo	无所措手足
erru	无所适从
erzk	无所谓
evtt	无条件反射 王爷 王爺
htiv	花木 茠 㭟
wdtu	初八
pafv	系指
ebfd	无限大 玦
sbhx	很严
egxy	无形资产
etlz	无休止
exxh	无烟煤
eyad	无言以对
eyzo	无意识 无意之中
xvdi	背对
eyok	无意中
qfju	军士
pjbk	重阳 重陽
egww	无政府主义
ibbu	根除
xtiw	脊柱
hujq	茶壶 茶壺
gtzh	五保户
vxug	逃命
gznx	五讲四美
fyjw	接壤
gneh	五四青年节
pipj	笨重 策動
gnee	五四运动
hkhh	莫若
gkcy	五星红旗
uhup	惰性
fkwf	揭穿
fbjd	扬起
cvpr	发笑 纸笔
hgts	葬身
lljd	蜚声 蜚聲
xjwg	养家 养病 養家 養病
ptdb	物价局 物價局
ptfx	物价指数
prmw	物质财富
pcri	繁杂
pels	镇上
yakg	离题 離題 變量
dsos	鸡鸣
hxio	严整
zesx	洒脱 试运行
pryk	物质文明 無所謂 物質文明
bigh	乙型
pxdb	物资局 物資局
zvlu	误入歧途
exeg	西半球 南半球 平顶 平頂
cxjd	小声 小聲
exqs	西北角
etrh	西伯利亚
yqfk	亢奋
ehtf	西藏自治区 西藏自治區
eynw	西方国家 西方國家
cogj	加压
ocpv	另选
edtc	西双版纳
xmxt	米粉
gqpm	矽钢
ppoo	牺牲品 簡簡單單 犧牲品
tpoc	作别
umcv	惜墨如金
bafo	即或
gejo	硒鼓
uuzh	坐满 坐滿
rjge	稀土元素 穤
cufs	习惯成自然 習慣成自然
veyc	狂妄
ckti	习题集 结晶体 習題集
wjgu	席地而坐
vqfh	受戒
jpfj	袭扰
rodb	和局
zzyt	洗涤剂
zyfc	房东
zjgw	洗劫一空
zwyn	注音
zwiq	洗衣机
jcen	喜怒无常
pcze	长河
jryd	喜迁新居
zmps	门生
juax	喜忧参半
ikwc	查案 查實
csdo	细胞壁
cixf	红烧
cssh	细胞膜
couo	细嚼慢咽
xtpr	粉笔
jxjb	下半场 埢 執教
jxpf	下半年
ugud	鬼怪
jpfy	下笔成章 下筆成章 䨋
wbtt	庸俗
doip	强攻
kaeq	累赘 师出无名 累贅
jukh	下个星期
jusv	下个月
jsxz	下脚料 赹 趜 下腳料
jfhs	越有
jhgk	下落不明
jarh	下马看花 走马看花
nbkp	当归
jgln	下一步
lpje	监考
ppbu	先锋队
pwjg	先富起来
ptrr	先公后私 䇮
qebb	写书
lfaa	辈出
funx	轮圈
xjyp	养颜
gcxq	历次
yigc	亲历 新厂
egsm	环岛
nybc	瞳孔
xoig	总工
lpzp	临海
pobu	先遣队
pajk	先驱者 無線電
crht	绣花
purd	先人后己
fpiw	医术 㧣
xkis	爆棚
dtbi	难寻
pswd	先行官
empi	献策
ppdp	铁皮
uyii	惊梦
dvoj	弦乐器
lmnc	贤内助
cvvb	嫌疑犯 发狠
kjgk	显赫一时 顯赫一時
kfoj	显示器 电热器 顯示器
ktpw	显像管 晶体管 顯像管
bqep	险象环生 險象環生
nact	县办
natt	县份
svin	月相
qlea	外运
ksyz	申辩
etot	现代史 現代史
ebti	现阶段 現階段
tpud	作怪
ocoe	别号
cssp	线膨胀 怒衝衝
zewi	河床
bbyp	限产
ezep	献计献策 酬酢
cjdc	乡规民约
cytz	乡亲们
pcgh	长形
cpcl	省力
cpul	乡镇企业
wjgw	突兀
hjic	苦功 䓁
ivzj	相比之下
ingi	相当于
idgy	相对而言 櫇
ngtu	骨牌
idzu	相对论
idzw	相对湿度
gaqb	救急
ieeq	相互理解
khci	最红
sjzw	脚注
hegi	勤于
ijhg	相去甚远
jecb	填好
ijeq	相去无几
inwu	相容
ikfj	相映成趣
zyng	游园
yhfq	享有盛名
gmea	碳酸
onnb	响当当 嗩
iczj	想办法
cztk	编修
igfl	想不到
zsno	调回
iggh	想不开
igds	想不通
inpf	想当年 事關重大 想當年
geig	亏本 碼本
isgh	想得开
uxrn	向前看
jwzf	下头
nord	削足适履
zbfc	消防车
fdzb	大词 堅決
zdoo	消费品 消費品
ztep	消化酶
rxwu	心魔 愁容
ziai	消极怠工 消極怠工
zine	消极因素 消極因素
yaqq	充饥 夣
aazt	出浴 紐約州
gxdz	硝烟弥漫
ptwv	销售额
nvml	四则 四點
ptkg	销售量
ptmt	销售网
iwbh	未敢
ptom	销售员
pnmw	销赃
ubxt	白粉
cgtv	小百货 小百貨
cvrz	小儿科
cccw	小姑娘
cbzo	好问
cjih	小规模 小規模
cwtx	小家伙
cffc	小轿车
aprs	收手
gvnu	死囚
cqcz	小农经济
coyw	小品文 加註
tzol	自足 伪足
cptk	小气候 小氣候
cepf	小青年
cimi	小巫见大巫
czps	小学生
cseg	小循环
ccpc	小组长
kafw	晓以大义
pcjb	每块
kzae	晓之以理 曉之以理
rody	和弦
prvu	笑貌
fvte	抵债 抵債
khwk	歇斯底里
irii	板材
ezbb	协议书
wiug	空余
scuu	胁从
lqzm	虎门
frxz	携手并肩 攜手並肩
bnfx	阻拦 陽關大道
hjmk	鞋帽
emcz	南边
rghg	心不在焉
jpke	故里
rknv	心电图
rkzr	心里话
kpti	星体
ciip	红梅
rwgw	心神不安 心神不定
qfkp	军师
hgho	革职
rriv	心心相印
xiph	差错 火树银花
ypdj	旅居
rhuu	心有余悸
zphq	海带 啓蒙
rswg	心脏病 瓝 心臟病
wpop	疾呼
yyhu	辛亥革命
bzdj	退居
yyhh	辛辛苦苦
yugg	新的一页 新的一頁 產學研
uewt	情义
dhas	异能
xntt	粗俗
jmcs	规约
yihb	新工艺
fafv	报批
ytwj	新华社
hxjh	恶霸
ytbw	新华书店
ycgg	新纪元
ycjd	新加坡
tehs	传世
rxhj	愁苦 乘著
ydgm	新局面
yjyj	新老交替
yujf	新领域 新領域
ypyk	新篇章
jeuy	赶忙
oljd	嘘声 噓聲
kyix	影楼
rmlo	盘点
zuek	论理
ypip	新生事物
refk	质押
dfxz	戏迷
yhcd	新世纪
ntnt	瞧瞧
mamh	黝黑
kkvu	旧貌
ykin	新思想
ytpm	新体制
yusd	新途径
yyzq	新文学
yzfx	新闻报道
yzat	新闻出版 辩驳
yzcu	新闻发布会
iggi	工于
dgpx	弓箭
yztf	新闻公报
yzku	新闻界 文学界
yzhf	新闻联播
fwkq	太晚
otwg	史家 咱家
yztp	新闻片
qlzp	外海
vbii	犯禁
ylig	立项 立項
yqfg	新鲜感 新鮮感
htzh	共谋
ygtf	新一代
sxyz	行迹
jbbz	孝子
yrwb	新秩序
ubgi	快于
gkpg	更短
tsiz	信得过
todx	信号弹
tqhq	佩带
lctt	叔父
wvhy	底薪
drgh	弧形
tsll	信用卡
rdlv	爬虫
zrbx	兴利除弊
zkcf	兴旺发达
kxzf	星火计划
khee	星期二
khis	星期三 畢其功於一役
khnv	星期四
khgd	星期五
givb	刑事犯
givm	刑事犯罪
sgvt	行政处分
sgii	行政村
encc	真丝
gdcw	破绽
cfwh	纯度 纬度
sgft	行政区
otiq	唯恐
neoc	国别
fswi	掏空
gwzb	形容词
tifh	杀戒 殺戒
gfww	形式主义
gfgu	形势逼人 不緊不慢
mdhr	凯莉
gkib	形影相随 形影相隨
ompq	喘气
oxcc	兄弟姐妹
sfrl	匈牙利
gbhw	万丈
sufj	胸怀大志 胸懷大志
mefq	置换 置換
ssra	胸透 徇私
sefj	胸无大志
ovbz	路子 哹
hree	雄心勃勃
tafb	颂扬
aafx	熊熊大火
fyhd	摘取 奒
ttkv	休息日 雙休日
txrr	休养所 休養所
zdbl	漏了
tlpt	休止符
nqvv	赏金 賞金
tdry	修改稿
rogi	适于
teig	修理工
goue	融会
xcca	断奶
xckd	断电
lwpt	虚度年华
lhrx	虚荣心
lhhe	虚有其表 虛有其表
zzqq	许许多多
urhx	叙利亚
hkzb	蓄电池
mvmu	山岭 山嶺
wtyo	宣传部 宣傳部
wtbu	宣传队
aade	出丑
wtom	宣传员
wtsv	宣传月 宣傳月
ngix	悬而未决
pvxb	先决
pzid	选举权 制海权
cgqv	绚丽多彩
cgqx	绚丽多姿
zggg	学而不厌
jttd	赤贫 赤貧
tspc	身长
zwgf	学富五车
urmg	卑贱
zlxs	学龄前
ziyz	学术交流
zsig	学徒工
wdpv	初选
zelj	学无止境 漫无止境
knxn	冒烟
zcex	学习班 训练班
rgsy	后脑
qffp	军医 風致
zhrf	学有所成
jhxn	雪茄烟
xtvr	准入 導入
pcbu	血红蛋白
dxwm	弱视
pcir	血小板
bdtv	寻欢作乐
cmbu	巡逻队
swzi	乌江
czrm	巡洋舰
czzu	巡诊
suiz	徇情枉法
gkyw	压电效应 更讓
ldfb	坚韧
gcwp	压缩空气
fcej	鸦雀无声
kczi	鸭绿江
ftrq	推移
hxdh	亚美尼亚 联展
yazz	弃之 棄之
